,plant_code,plant_name,material_number,material_name,uom,date,forecast_quantity,distribution_channel,uid,uuid,run_date,script_runtime
0,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-08,1343.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
1,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-09,1147.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
2,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-10,1383.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
3,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-11,1384.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
4,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-12,1384.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
5,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-13,1374.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
6,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-14,1374.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
7,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-15,1374.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.4631232500076294
