,plant_code,plant_name,material_number,material_name,uom,date,forecast_quantity,distribution_channel,uid,uuid,run_date,script_runtime
0,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-16,1361.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
1,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-17,1405.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
2,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-18,1357.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
3,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-19,1515.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
4,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-20,1368.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
5,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-21,1046.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
6,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-22,1534.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
7,1056,Pondicherry,WC0000000000270030,tomato country economy,KG,2022-11-23,1364.0,50,1056_WC0000000000270030,1056_WC0000000000270030_50,2022-12-08,0.46958630084991454
