,plant_code,plant_name,material_number,material_name,uom,date,forecast_quantity,distribution_channel,uid,uuid,run_date,script_runtime
0,1020,Hyderabad,WC0000000000270030,tomato country economy,KG,2023-01-10,747.0,50,1020_WC0000000000270030,1020_WC0000000000270030_50,2023-01-12,0.8506382942199707
1,1020,Hyderabad,WC0000000000270030,tomato country economy,KG,2023-01-11,990.0,50,1020_WC0000000000270030,1020_WC0000000000270030_50,2023-01-12,0.8506382942199707
